frame,object_id,prompt_class,iou,precision,recall,detected
000011,6,object_6,0.0,0.0,0.0,True
000012,1,object_1,0.0,0.0,0.0,True
000012,2,object_2,0.0,0.0,0.0,True
000012,3,object_3,0.0,0.0,0.0,True
000012,4,object_4,0.0,0.0,0.0,True
000012,5,object_5,0.0,0.0,0.0,True
000012,6,object_6,0.0,0.0,0.0,True
000013,1,object_1,0.0,0.0,0.0,True
000013,2,object_2,0.0,0.0,0.0,True
000013,3,object_3,0.0,0.0,0.0,True
000013,4,object_4,0.0,0.0,0.0,True
000013,5,object_5,0.0,0.0,0.0,True
000013,6,object_6,0.0,0.0,0.0,True
000014,1,object_1,0.0,0.0,0.0,True
000014,2,object_2,0.0,0.0,0.0,True
000014,3,object_3,0.0,0.0,0.0,True
000014,4,object_4,0.0,0.0,0.0,True
000014,5,object_5,0.0,0.0,0.0,True
000014,6,object_6,0.0,0.0,0.0,True
000015,1,object_1,0.0,0.0,0.0,True
000015,2,object_2,0.0,0.0,0.0,True
000015,3,object_3,0.0,0.0,0.0,True
000015,4,object_4,0.0,0.0,0.0,True
000015,5,object_5,0.0,0.0,0.0,True
000015,6,object_6,0.0,0.0,0.0,True
000016,1,object_1,0.0,0.0,0.0,True
000016,2,object_2,0.0,0.0,0.0,True
000016,3,object_3,0.0,0.0,0.0,True
000016,4,object_4,0.0,0.0,0.0,True
000016,5,object_5,0.0,0.0,0.0,True
000016,6,object_6,0.0,0.0,0.0,True
000017,1,object_1,0.0,0.0,0.0,True
000017,2,object_2,0.0,0.0,0.0,True
000017,3,object_3,0.0,0.0,0.0,True
000017,4,object_4,0.0,0.0,0.0,True
000017,5,object_5,0.0,0.0,0.0,True
000017,6,object_6,0.0,0.0,0.0,True
000018,1,object_1,0.0,0.0,0.0,True
000018,2,object_2,0.0,0.0,0.0,True
000018,3,object_3,0.0,0.0,0.0,True
000018,4,object_4,0.0,0.0,0.0,True
000018,5,object_5,0.0,0.0,0.0,True
000018,6,object_6,0.0,0.0,0.0,True
000019,1,object_1,0.0,0.0,0.0,True
000019,2,object_2,0.0,0.0,0.0,True
000019,3,object_3,0.0,0.0,0.0,True
000019,4,object_4,0.0,0.0,0.0,True
000019,5,object_5,0.0,0.0,0.0,True
000019,6,object_6,0.0,0.0,0.0,True
000020,1,object_1,0.0,0.0,0.0,True
000020,2,object_2,0.0,0.0,0.0,False
000020,3,object_3,0.0,0.0,0.0,True
000020,4,object_4,0.0,0.0,0.0,True
000020,5,object_5,0.0,0.0,0.0,False
000020,6,object_6,0.0,0.0,0.0,True
000021,1,object_1,0.0,0.0,0.0,True
000021,2,object_2,0.0,0.0,0.0,False
000021,3,object_3,0.0,0.0,0.0,True
000021,4,object_4,0.0,0.0,0.0,True
000021,5,object_5,0.0,0.0,0.0,False
000021,6,object_6,0.0,0.0,0.0,True
000022,1,object_1,0.0,0.0,0.0,True
000022,2,object_2,0.0,0.0,0.0,False
000022,3,object_3,0.0,0.0,0.0,True
000022,4,object_4,0.0,0.0,0.0,True
000022,5,object_5,0.0,0.0,0.0,False
000022,6,object_6,0.0,0.0,0.0,True
000023,1,object_1,0.0,0.0,0.0,True
000023,2,object_2,0.0,0.0,0.0,False
000023,3,object_3,0.0,0.0,0.0,True
000023,4,object_4,0.0,0.0,0.0,True
000023,5,object_5,0.0,0.0,0.0,False
000023,6,object_6,0.0,0.0,0.0,True
000024,1,object_1,0.0,0.0,0.0,True
000024,2,object_2,0.0,0.0,0.0,False
000024,3,object_3,0.0,0.0,0.0,True
000024,4,object_4,0.0,0.0,0.0,True
000024,5,object_5,0.0,0.0,0.0,False
000024,6,object_6,0.0,0.0,0.0,True
000025,1,object_1,0.0,0.0,0.0,True
000025,2,object_2,0.0,0.0,0.0,False
000025,3,object_3,0.0,0.0,0.0,True
000025,4,object_4,0.0,0.0,0.0,True
000025,5,object_5,0.0,0.0,0.0,False
000025,6,object_6,0.0,0.0,0.0,True
000026,1,object_1,0.0,0.0,0.0,True
000026,2,object_2,0.0,0.0,0.0,False
000026,3,object_3,0.0,0.0,0.0,True
000026,4,object_4,0.0,0.0,0.0,True
000026,5,object_5,0.0,0.0,0.0,False
000026,6,object_6,0.0,0.0,0.0,True
000027,1,object_1,0.0,0.0,0.0,True
000027,2,object_2,0.0,0.0,0.0,False
000027,3,object_3,0.0,0.0,0.0,True
000027,4,object_4,0.0,0.0,0.0,True
000027,5,object_5,0.0,0.0,0.0,False
000027,6,object_6,0.0,0.0,0.0,True
000028,1,object_1,0.0,0.0,0.0,True
000028,2,object_2,0.0,0.0,0.0,False
000028,3,object_3,0.0,0.0,0.0,True
000028,4,object_4,0.0,0.0,0.0,True
000028,5,object_5,0.0,0.0,0.0,False
000028,6,object_6,0.0,0.0,0.0,True
000029,1,object_1,0.0,0.0,0.0,True
000029,2,object_2,0.0,0.0,0.0,False
000029,3,object_3,0.0,0.0,0.0,True
000029,4,object_4,0.0,0.0,0.0,True
000029,5,object_5,0.0,0.0,0.0,False
000029,6,object_6,0.0,0.0,0.0,True
000030,1,object_1,0.0,0.0,0.0,True
000030,2,object_2,0.0,0.0,0.0,False
000030,3,object_3,0.0,0.0,0.0,True
000030,4,object_4,0.0,0.0,0.0,True
000030,5,object_5,0.0,0.0,0.0,False
000030,6,object_6,0.0,0.0,0.0,True
000031,1,object_1,0.0,0.0,0.0,True
000031,2,object_2,0.0,0.0,0.0,False
000031,3,object_3,0.0,0.0,0.0,True
000031,4,object_4,0.0,0.0,0.0,True
000031,5,object_5,0.0,0.0,0.0,False
000031,6,object_6,0.0,0.0,0.0,True
000032,1,object_1,0.0,0.0,0.0,True
000032,2,object_2,0.0,0.0,0.0,False
000032,3,object_3,0.0,0.0,0.0,True
000032,4,object_4,0.0,0.0,0.0,True
000032,5,object_5,0.0,0.0,0.0,False
000032,6,object_6,0.0,0.0,0.0,True
000033,1,object_1,0.0,0.0,0.0,True
000033,2,object_2,0.0,0.0,0.0,False
000033,3,object_3,0.0,0.0,0.0,True
000033,4,object_4,0.0,0.0,0.0,True
000033,5,object_5,0.0,0.0,0.0,False
000033,6,object_6,0.0,0.0,0.0,True
000034,1,object_1,0.0,0.0,0.0,True
000034,2,object_2,0.0,0.0,0.0,False
000034,3,object_3,0.0,0.0,0.0,True
000034,4,object_4,0.0,0.0,0.0,True
000034,5,object_5,0.0,0.0,0.0,False
000034,6,object_6,0.0,0.0,0.0,True
000035,1,object_1,0.0,0.0,0.0,True
000035,2,object_2,0.0,0.0,0.0,False
000035,3,object_3,0.0,0.0,0.0,True
000035,4,object_4,0.0,0.0,0.0,True
000035,5,object_5,0.0,0.0,0.0,False
000035,6,object_6,0.0,0.0,0.0,True
000036,1,object_1,0.0,0.0,0.0,True
000036,2,object_2,0.0,0.0,0.0,False
000036,3,object_3,0.0,0.0,0.0,True
000036,4,object_4,0.0,0.0,0.0,True
000036,5,object_5,0.0,0.0,0.0,False
000036,6,object_6,0.0,0.0,0.0,True
000037,1,object_1,0.0,0.0,0.0,True
000037,2,object_2,0.0,0.0,0.0,False
000037,3,object_3,0.0,0.0,0.0,True
000037,4,object_4,0.0,0.0,0.0,True
000037,5,object_5,0.0,0.0,0.0,False
000037,6,object_6,0.0,0.0,0.0,True
000038,1,object_1,0.0,0.0,0.0,True
000038,2,object_2,0.0,0.0,0.0,False
000038,3,object_3,0.0,0.0,0.0,True
000038,4,object_4,0.0,0.0,0.0,True
000038,5,object_5,0.0,0.0,0.0,False
000038,6,object_6,0.0,0.0,0.0,True
000039,1,object_1,0.0,0.0,0.0,True
000039,2,object_2,0.0,0.0,0.0,False
000039,3,object_3,0.0,0.0,0.0,True
000039,4,object_4,0.0,0.0,0.0,True
000039,5,object_5,0.0,0.0,0.0,False
000039,6,object_6,0.0,0.0,0.0,True
000040,1,object_1,0.0,0.0,0.0,True
000040,2,object_2,0.0,0.0,0.0,False
000040,3,object_3,0.0,0.0,0.0,True
000040,4,object_4,0.0,0.0,0.0,True
000040,5,object_5,0.0,0.0,0.0,False
000040,6,object_6,0.0,0.0,0.0,True
000041,1,object_1,0.0,0.0,0.0,True
000041,2,object_2,0.0,0.0,0.0,False
000041,3,object_3,0.0,0.0,0.0,True
000041,4,object_4,0.0,0.0,0.0,True
000041,5,object_5,0.0,0.0,0.0,False
000041,6,object_6,0.0,0.0,0.0,True
000042,1,object_1,0.0,0.0,0.0,True
000042,2,object_2,0.0,0.0,0.0,False
000042,3,object_3,0.0,0.0,0.0,True
000042,4,object_4,0.0,0.0,0.0,True
000042,5,object_5,0.0,0.0,0.0,False
000042,6,object_6,0.0,0.0,0.0,True
000043,1,object_1,0.0,0.0,0.0,True
000043,2,object_2,0.0,0.0,0.0,False
000043,3,object_3,0.0,0.0,0.0,True
000043,4,object_4,0.0,0.0,0.0,True
000043,5,object_5,0.0,0.0,0.0,False
000043,6,object_6,0.0,0.0,0.0,True
000044,1,object_1,0.0,0.0,0.0,True
000044,2,object_2,0.0,0.0,0.0,False
000044,3,object_3,0.0,0.0,0.0,True
000044,4,object_4,0.0,0.0,0.0,True
000044,5,object_5,0.0,0.0,0.0,False
000044,6,object_6,0.0,0.0,0.0,True
000045,1,object_1,0.0,0.0,0.0,True
000045,2,object_2,0.0,0.0,0.0,False
000045,3,object_3,0.0,0.0,0.0,True
000045,4,object_4,0.0,0.0,0.0,True
000045,5,object_5,0.0,0.0,0.0,False
000045,6,object_6,0.0,0.0,0.0,True
000046,1,object_1,0.0,0.0,0.0,True
000046,2,object_2,0.0,0.0,0.0,False
000046,3,object_3,0.0,0.0,0.0,True
000046,4,object_4,0.0,0.0,0.0,True
000046,5,object_5,0.0,0.0,0.0,False
000046,6,object_6,0.0,0.0,0.0,True
000047,1,object_1,0.0,0.0,0.0,True
000047,2,object_2,0.0,0.0,0.0,False
000047,3,object_3,0.0,0.0,0.0,True
000047,4,object_4,0.0,0.0,0.0,True
000047,5,object_5,0.0,0.0,0.0,False
000047,6,object_6,0.0,0.0,0.0,True
000048,1,object_1,0.0,0.0,0.0,True
000048,2,object_2,0.0,0.0,0.0,False
000048,3,object_3,0.0,0.0,0.0,True
000048,4,object_4,0.0,0.0,0.0,True
000048,5,object_5,0.0,0.0,0.0,False
000048,6,object_6,0.0,0.0,0.0,True
000049,1,object_1,0.0,0.0,0.0,True
000049,2,object_2,0.0,0.0,0.0,False
000049,3,object_3,0.0,0.0,0.0,True
000049,4,object_4,0.0,0.0,0.0,True
000049,5,object_5,0.0,0.0,0.0,False
000049,6,object_6,0.0,0.0,0.0,True
000050,1,object_1,0.0,0.0,0.0,True
000050,2,object_2,0.0,0.0,0.0,False
000050,3,object_3,0.0,0.0,0.0,True
000050,4,object_4,0.0,0.0,0.0,True
000050,5,object_5,0.0,0.0,0.0,False
000050,6,object_6,0.0,0.0,0.0,True
000051,1,object_1,0.0,0.0,0.0,True
000051,2,object_2,0.0,0.0,0.0,False
000051,3,object_3,0.0,0.0,0.0,True
000051,4,object_4,0.0,0.0,0.0,True
000051,5,object_5,0.0,0.0,0.0,False
000051,6,object_6,0.0,0.0,0.0,True
000052,1,object_1,0.0,0.0,0.0,True
000052,2,object_2,0.0,0.0,0.0,False
000052,3,object_3,0.0,0.0,0.0,True
000052,4,object_4,0.0,0.0,0.0,True
000052,5,object_5,0.0,0.0,0.0,False
000052,6,object_6,0.0,0.0,0.0,True
000053,1,object_1,0.0,0.0,0.0,True
000053,2,object_2,0.0,0.0,0.0,False
000053,3,object_3,0.0,0.0,0.0,True
000053,4,object_4,0.0,0.0,0.0,True
000053,5,object_5,0.0,0.0,0.0,False
000053,6,object_6,0.0,0.0,0.0,True
000054,1,object_1,0.0,0.0,0.0,True
000054,2,object_2,0.0,0.0,0.0,False
000054,3,object_3,0.0,0.0,0.0,True
000054,4,object_4,0.0,0.0,0.0,True
000054,5,object_5,0.0,0.0,0.0,False
000054,6,object_6,0.0,0.0,0.0,True
000055,1,object_1,0.0,0.0,0.0,True
000055,2,object_2,0.0,0.0,0.0,False
000055,3,object_3,0.0,0.0,0.0,True
000055,4,object_4,0.0,0.0,0.0,True
000055,5,object_5,0.0,0.0,0.0,False
000055,6,object_6,0.0,0.0,0.0,True
000056,1,object_1,0.0,0.0,0.0,True
000056,2,object_2,0.0,0.0,0.0,False
000056,3,object_3,0.0,0.0,0.0,True
000056,4,object_4,0.0,0.0,0.0,True
000056,5,object_5,0.0,0.0,0.0,False
000056,6,object_6,0.0,0.0,0.0,True
000057,1,object_1,0.0,0.0,0.0,True
000057,2,object_2,0.0,0.0,0.0,False
000057,3,object_3,0.0,0.0,0.0,True
000057,4,object_4,0.0,0.0,0.0,True
000057,5,object_5,0.0,0.0,0.0,False
000057,6,object_6,0.0,0.0,0.0,True
000058,1,object_1,0.0,0.0,0.0,True
000058,2,object_2,0.0,0.0,0.0,False
000058,3,object_3,0.0,0.0,0.0,True
000058,4,object_4,0.0,0.0,0.0,True
000058,5,object_5,0.0,0.0,0.0,False
000058,6,object_6,0.0,0.0,0.0,True
000059,1,object_1,0.0,0.0,0.0,True
000059,2,object_2,0.0,0.0,0.0,False
000059,3,object_3,0.0,0.0,0.0,True
000059,4,object_4,0.0,0.0,0.0,True
000059,5,object_5,0.0,0.0,0.0,False
000059,6,object_6,0.0,0.0,0.0,True
000060,1,object_1,0.0,0.0,0.0,True
000060,2,object_2,0.0,0.0,0.0,False
000060,3,object_3,0.0,0.0,0.0,True
000060,4,object_4,0.0,0.0,0.0,True
000060,5,object_5,0.0,0.0,0.0,False
000060,6,object_6,0.0,0.0,0.0,True
000061,1,object_1,0.0,0.0,0.0,True
000061,2,object_2,0.0,0.0,0.0,False
000061,3,object_3,0.0,0.0,0.0,True
000061,4,object_4,0.0,0.0,0.0,True
000061,5,object_5,0.0,0.0,0.0,False
000061,6,object_6,0.0,0.0,0.0,True
000062,1,object_1,0.0,0.0,0.0,True
000062,2,object_2,0.0,0.0,0.0,False
000062,3,object_3,0.0,0.0,0.0,True
000062,4,object_4,0.0,0.0,0.0,True
000062,5,object_5,0.0,0.0,0.0,False
000062,6,object_6,0.0,0.0,0.0,True
000063,1,object_1,0.0,0.0,0.0,True
000063,2,object_2,0.0,0.0,0.0,False
000063,3,object_3,0.0,0.0,0.0,True
000063,4,object_4,0.0,0.0,0.0,True
000063,5,object_5,0.0,0.0,0.0,False
000063,6,object_6,0.0,0.0,0.0,True
000064,1,object_1,0.0,0.0,0.0,True
000064,2,object_2,0.0,0.0,0.0,False
000064,3,object_3,0.0,0.0,0.0,True
000064,4,object_4,0.0,0.0,0.0,True
000064,5,object_5,0.0,0.0,0.0,False
000064,6,object_6,0.0,0.0,0.0,True
000065,1,object_1,0.0,0.0,0.0,True
000065,2,object_2,0.0,0.0,0.0,False
000065,3,object_3,0.0,0.0,0.0,True
000065,4,object_4,0.0,0.0,0.0,True
000065,5,object_5,0.0,0.0,0.0,False
000065,6,object_6,0.0,0.0,0.0,True
000066,1,object_1,0.0,0.0,0.0,True
000066,2,object_2,0.0,0.0,0.0,False
000066,3,object_3,0.0,0.0,0.0,True
000066,4,object_4,0.0,0.0,0.0,True
000066,5,object_5,0.0,0.0,0.0,False
000066,6,object_6,0.0,0.0,0.0,True
000067,1,object_1,0.0,0.0,0.0,True
000067,2,object_2,0.0,0.0,0.0,False
000067,3,object_3,0.0,0.0,0.0,True
000067,4,object_4,0.0,0.0,0.0,True
000067,5,object_5,0.0,0.0,0.0,False
000067,6,object_6,0.0,0.0,0.0,True
000068,1,object_1,0.0,0.0,0.0,True
000068,2,object_2,0.0,0.0,0.0,False
000068,3,object_3,0.0,0.0,0.0,True
000068,4,object_4,0.0,0.0,0.0,True
000068,5,object_5,0.0,0.0,0.0,False
000068,6,object_6,0.0,0.0,0.0,True
000069,1,object_1,0.0,0.0,0.0,True
000069,2,object_2,0.0,0.0,0.0,False
000069,3,object_3,0.0,0.0,0.0,True
000069,4,object_4,0.0,0.0,0.0,True
000069,5,object_5,0.0,0.0,0.0,False
000069,6,object_6,0.0,0.0,0.0,True
000070,1,object_1,0.0,0.0,0.0,True
000070,2,object_2,0.0,0.0,0.0,False
000070,3,object_3,0.0,0.0,0.0,True
000070,4,object_4,0.0,0.0,0.0,True
000070,5,object_5,0.0,0.0,0.0,False
000070,6,object_6,0.0,0.0,0.0,True
000071,1,object_1,0.0,0.0,0.0,True
000071,2,object_2,0.0,0.0,0.0,False
000071,3,object_3,0.0,0.0,0.0,True
000071,4,object_4,0.0,0.0,0.0,True
000071,5,object_5,0.0,0.0,0.0,False
000071,6,object_6,0.0,0.0,0.0,True
000072,1,object_1,0.0,0.0,0.0,True
000072,2,object_2,0.0,0.0,0.0,False
000072,3,object_3,0.0,0.0,0.0,True
000072,4,object_4,0.0,0.0,0.0,True
000072,5,object_5,0.0,0.0,0.0,False
000072,6,object_6,0.0,0.0,0.0,True
000073,1,object_1,0.0,0.0,0.0,True
000073,2,object_2,0.0,0.0,0.0,False
000073,3,object_3,0.0,0.0,0.0,True
000073,4,object_4,0.0,0.0,0.0,True
000073,5,object_5,0.0,0.0,0.0,False
000073,6,object_6,0.0,0.0,0.0,True
000074,1,object_1,0.0,0.0,0.0,True
000074,2,object_2,0.0,0.0,0.0,False
000074,3,object_3,0.0,0.0,0.0,True
000074,4,object_4,0.0,0.0,0.0,True
000074,5,object_5,0.0,0.0,0.0,False
000074,6,object_6,0.0,0.0,0.0,True
000075,1,object_1,0.0,0.0,0.0,True
000075,2,object_2,0.0,0.0,0.0,False
000075,3,object_3,0.0,0.0,0.0,True
000075,4,object_4,0.0,0.0,0.0,True
000075,5,object_5,0.0,0.0,0.0,False
000075,6,object_6,0.0,0.0,0.0,True
000076,1,object_1,0.0,0.0,0.0,True
000076,2,object_2,0.0,0.0,0.0,False
000076,3,object_3,0.0,0.0,0.0,True
000076,4,object_4,0.0,0.0,0.0,True
000076,5,object_5,0.0,0.0,0.0,False
000076,6,object_6,0.0,0.0,0.0,True
000077,1,object_1,0.0,0.0,0.0,True
000077,2,object_2,0.0,0.0,0.0,False
000077,3,object_3,0.0,0.0,0.0,True
000077,4,object_4,0.0,0.0,0.0,True
000077,5,object_5,0.0,0.0,0.0,False
000077,6,object_6,0.0,0.0,0.0,True
000078,1,object_1,0.0,0.0,0.0,True
000078,2,object_2,0.0,0.0,0.0,False
000078,3,object_3,0.0,0.0,0.0,True
000078,4,object_4,0.0,0.0,0.0,True
000078,5,object_5,0.0,0.0,0.0,False
000078,6,object_6,0.0,0.0,0.0,True
000079,1,object_1,0.0,0.0,0.0,True
000079,2,object_2,0.0,0.0,0.0,False
000079,3,object_3,0.0,0.0,0.0,True
000079,4,object_4,0.0,0.0,0.0,True
000079,5,object_5,0.0,0.0,0.0,False
000079,6,object_6,0.0,0.0,0.0,True
000080,1,object_1,0.0,0.0,0.0,True
000080,2,object_2,0.0,0.0,0.0,False
000080,3,object_3,0.0,0.0,0.0,True
000080,4,object_4,0.0,0.0,0.0,True
000080,5,object_5,0.0,0.0,0.0,False
000080,6,object_6,0.0,0.0,0.0,True
000081,1,object_1,0.0,0.0,0.0,True
000081,2,object_2,0.0,0.0,0.0,False
000081,3,object_3,0.0,0.0,0.0,True
000081,4,object_4,0.0,0.0,0.0,True
000081,5,object_5,0.0,0.0,0.0,False
000081,6,object_6,0.0,0.0,0.0,True
000082,1,object_1,0.0,0.0,0.0,True
000082,2,object_2,0.0,0.0,0.0,False
000082,3,object_3,0.0,0.0,0.0,True
000082,4,object_4,0.0,0.0,0.0,True
000082,5,object_5,0.0,0.0,0.0,False
000082,6,object_6,0.0,0.0,0.0,True
000083,1,object_1,0.0,0.0,0.0,True
000083,2,object_2,0.0,0.0,0.0,False
000083,3,object_3,0.0,0.0,0.0,True
000083,4,object_4,0.0,0.0,0.0,True
000083,5,object_5,0.0,0.0,0.0,False
000083,6,object_6,0.0,0.0,0.0,True
000084,1,object_1,0.0,0.0,0.0,True
000084,2,object_2,0.0,0.0,0.0,False
000084,3,object_3,0.0,0.0,0.0,True
000084,4,object_4,0.0,0.0,0.0,True
000084,5,object_5,0.0,0.0,0.0,False
000084,6,object_6,0.0,0.0,0.0,True
000085,1,object_1,0.0,0.0,0.0,True
000085,2,object_2,0.0,0.0,0.0,False
000085,3,object_3,0.0,0.0,0.0,True
000085,4,object_4,0.0,0.0,0.0,True
000085,5,object_5,0.0,0.0,0.0,False
000085,6,object_6,0.0,0.0,0.0,True
000086,1,object_1,0.0,0.0,0.0,True
000086,2,object_2,0.0,0.0,0.0,False
000086,3,object_3,0.0,0.0,0.0,True
000086,4,object_4,0.0,0.0,0.0,True
000086,5,object_5,0.0,0.0,0.0,False
000086,6,object_6,0.0,0.0,0.0,True
000087,1,object_1,0.0,0.0,0.0,True
000087,2,object_2,0.0,0.0,0.0,False
000087,3,object_3,0.0,0.0,0.0,True
000087,4,object_4,0.0,0.0,0.0,True
000087,5,object_5,0.0,0.0,0.0,False
000087,6,object_6,0.0,0.0,0.0,True
000088,1,object_1,0.0,0.0,0.0,True
000088,2,object_2,0.0,0.0,0.0,False
000088,3,object_3,0.0,0.0,0.0,True
000088,4,object_4,0.0,0.0,0.0,True
000088,5,object_5,0.0,0.0,0.0,False
000088,6,object_6,0.0,0.0,0.0,True
000089,1,object_1,0.0,0.0,0.0,True
000089,2,object_2,0.0,0.0,0.0,False
000089,3,object_3,0.0,0.0,0.0,True
000089,4,object_4,0.0,0.0,0.0,True
000089,5,object_5,0.0,0.0,0.0,False
000089,6,object_6,0.0,0.0,0.0,True
000090,1,object_1,0.0,0.0,0.0,True
000090,2,object_2,0.0,0.0,0.0,False
000090,3,object_3,0.0,0.0,0.0,True
000090,4,object_4,0.0,0.0,0.0,True
000090,5,object_5,0.0,0.0,0.0,False
000090,6,object_6,0.0,0.0,0.0,True
000091,1,object_1,0.0,0.0,0.0,True
000091,2,object_2,0.0,0.0,0.0,False
000091,3,object_3,0.0,0.0,0.0,True
000091,4,object_4,0.0,0.0,0.0,True
000091,5,object_5,0.0,0.0,0.0,False
000091,6,object_6,0.0,0.0,0.0,True
000092,1,object_1,0.0,0.0,0.0,True
000092,2,object_2,0.0,0.0,0.0,False
000092,3,object_3,0.0,0.0,0.0,True
000092,4,object_4,0.0,0.0,0.0,True
000092,5,object_5,0.0,0.0,0.0,False
000092,6,object_6,0.0,0.0,0.0,True
000093,1,object_1,0.0,0.0,0.0,True
000093,2,object_2,0.0,0.0,0.0,False
000093,3,object_3,0.0,0.0,0.0,True
000093,4,object_4,0.0,0.0,0.0,True
000093,5,object_5,0.0,0.0,0.0,False
000093,6,object_6,0.0,0.0,0.0,True
000094,1,object_1,0.0,0.0,0.0,True
000094,2,object_2,0.0,0.0,0.0,False
000094,3,object_3,0.0,0.0,0.0,True
000094,4,object_4,0.0,0.0,0.0,True
000094,5,object_5,0.0,0.0,0.0,False
000094,6,object_6,0.0,0.0,0.0,True
000095,1,object_1,0.0,0.0,0.0,True
000095,2,object_2,0.0,0.0,0.0,False
000095,3,object_3,0.0,0.0,0.0,True
000095,4,object_4,0.0,0.0,0.0,True
000095,5,object_5,0.0,0.0,0.0,False
000095,6,object_6,0.0,0.0,0.0,True
000096,1,object_1,0.0,0.0,0.0,True
000096,2,object_2,0.0,0.0,0.0,False
000096,3,object_3,0.0,0.0,0.0,True
000096,4,object_4,0.0,0.0,0.0,True
000096,5,object_5,0.0,0.0,0.0,False
000096,6,object_6,0.0,0.0,0.0,True
000097,1,object_1,0.0,0.0,0.0,True
000097,2,object_2,0.0,0.0,0.0,False
000097,3,object_3,0.0,0.0,0.0,True
000097,4,object_4,0.0,0.0,0.0,True
000097,5,object_5,0.0,0.0,0.0,False
000097,6,object_6,0.0,0.0,0.0,True
000098,1,object_1,0.0,0.0,0.0,True
000098,2,object_2,0.0,0.0,0.0,False
000098,3,object_3,0.0,0.0,0.0,True
000098,4,object_4,0.0,0.0,0.0,True
000098,5,object_5,0.0,0.0,0.0,False
000098,6,object_6,0.0,0.0,0.0,True
000099,1,object_1,0.0,0.0,0.0,True
000099,2,object_2,0.0,0.0,0.0,False
000099,3,object_3,0.0,0.0,0.0,True
000099,4,object_4,0.0,0.0,0.0,True
000099,5,object_5,0.0,0.0,0.0,False
000099,6,object_6,0.0,0.0,0.0,True
000100,1,object_1,0.0,0.0,0.0,True
000100,2,object_2,0.0,0.0,0.0,False
000100,3,object_3,0.0,0.0,0.0,True
000100,4,object_4,0.0,0.0,0.0,True
000100,5,object_5,0.0,0.0,0.0,False
000100,6,object_6,0.0,0.0,0.0,True
